X Y
-5.0 3.726653172078671e-06
-4.921875 5.490854006436874e-06
-4.84375 8.041000588185198e-06
-4.765625 1.1703872122021564e-05
-4.6875 1.6931612436129992e-05
-4.609375 2.4345368172635474e-05
-4.53125 3.479234101263885e-05
-4.453125 4.9419714580126756e-05
-4.375 6.97695771959971e-05
-4.296875 9.789966964829616e-05
-4.21875 0.00013653551674503892
-4.140625 0.00018926021416137875
-4.0625 0.0002607487846688268
-3.984375 0.0003570545201590205
-3.90625 0.000485954999850973
-3.828125 0.0006573654143868972
-3.75 0.00088382630693505
-3.671875 0.0011810717289783305
-3.59375 0.0015686819551156438
-3.515625 0.0020708221631124384
-3.4375 0.0027170647293235837
-3.359375 0.0035432879080340945
-3.28125 0.004592637591638869
-3.203125 0.005916531584296949
-3.125 0.0075756774442599355
-3.046875 0.00964106564085042
-2.96875 0.012194889831651198
-2.890625 0.01533133592645406
-2.8125 0.019157171837129137
-2.734375 0.023792061120580632
-2.65625 0.02936851692650569
-2.578125 0.03603140867117597
-2.5 0.04393693362340742
-2.421875 0.053250970041725854
-2.34375 0.06414673848332593
-2.265625 0.07680171408115742
-2.1875 0.09139375535604724
-2.109375 0.10809644454401722
-2.03125 0.1270736700907338
-1.953125 0.14847352301779504
-1.875 0.17242162389375282
-1.796875 0.19901404421313817
-1.71875 0.22831003268047262
-1.640625 0.2603248003968401
-1.5625 0.29502265617444284
-1.484375 0.33231081099446785
-1.40625 0.3720341859374524
-1.328125 0.41397155807757857
-1.25 0.45783336177161427
-1.171875 0.5032614272512166
-1.09375 0.5498308842335518
-1.015625 0.5970543863575224
-0.9375 0.6443887248251953
-0.859375 0.6912438000911793
-0.78125 0.7369938133110109
-0.703125 0.780990429942326
-0.625 0.8225775623986646
-0.546875 0.8611073232281193
-0.46875 0.8959566209925681
-0.390625 0.9265438133162349
-0.3125 0.9523447998951764
-0.234375 0.9729079356743677
-0.15625 0.9878671723140003
-0.078125 0.9969528940670334
0.0 1.0
0.078125 0.9969528940670334
0.15625 0.9878671723140003
0.234375 0.9729079356743677
0.3125 0.9523447998951764
0.390625 0.9265438133162349
0.46875 0.8959566209925681
0.546875 0.8611073232281193
0.625 0.8225775623986646
0.703125 0.780990429942326
0.78125 0.7369938133110109
0.859375 0.6912438000911793
0.9375 0.6443887248251953
1.015625 0.5970543863575224
1.09375 0.5498308842335518
1.171875 0.5032614272512166
1.25 0.45783336177161427
1.328125 0.41397155807757857
1.40625 0.3720341859374524
1.484375 0.33231081099446785
1.5625 0.29502265617444284
1.640625 0.2603248003968401
1.71875 0.22831003268047262
1.796875 0.19901404421313817
1.875 0.17242162389375282
1.953125 0.14847352301779504
2.03125 0.1270736700907338
2.109375 0.10809644454401722
2.1875 0.09139375535604724
2.265625 0.07680171408115742
2.34375 0.06414673848332593
2.421875 0.053250970041725854
2.5 0.04393693362340742
2.578125 0.03603140867117597
2.65625 0.02936851692650569
2.734375 0.023792061120580632
2.8125 0.019157171837129137
2.890625 0.01533133592645406
2.96875 0.012194889831651198
3.046875 0.00964106564085042
3.125 0.0075756774442599355
3.203125 0.005916531584296949
3.28125 0.004592637591638869
3.359375 0.0035432879080340945
3.4375 0.0027170647293235837
3.515625 0.0020708221631124384
3.59375 0.0015686819551156438
3.671875 0.0011810717289783305
3.75 0.00088382630693505
3.828125 0.0006573654143868972
3.90625 0.000485954999850973
3.984375 0.0003570545201590205
4.0625 0.0002607487846688268
4.140625 0.00018926021416137875
4.21875 0.00013653551674503892
4.296875 9.789966964829616e-05
4.375 6.97695771959971e-05
4.453125 4.9419714580126756e-05
4.53125 3.479234101263885e-05
4.609375 2.4345368172635474e-05
4.6875 1.6931612436129992e-05
4.765625 1.1703872122021564e-05
4.84375 8.041000588185198e-06
4.921875 5.490854006436874e-06
